Fuel Type Code,Station Name,City,State,ZIP,Latitude,Longitude,Open Date,Access Code
ELEC,Libertyville Mitsubishi,Libertyville,IL,60048,42.26795,-87.950908,2012-12-15,public
ELEC,JOHN A LOGAN PARKING LOT B,Carterville,IL,62918,37.75111,-89.089249,2012-12-15,public
ELEC,LAZ PARKING LLC 30 W MONROE,Chicago,IL,60603,41.880757,-87.629112,2012-12-15,public
ELEC,TRITON BUILDING M,River Grove,IL,60171,41.918958,-87.84354,2012-12-15,public
LPG,Menards,Bradley,IL,60915,41.161603,-87.845309,2013-01-16,public
LPG,Menards,Bridgeview,IL,60455,41.725386,-87.801696,2013-01-16,public
LPG,Menards,Crest Hill,IL,60403,41.56864103,-88.11810494,2018-01-02,public
LPG,Menards,Crestwood,IL,60445,41.649763,-87.734927,2018-01-02,public
LPG,Menards,Crystal Lake,IL,60014,42.22904322,-88.29259382,2018-01-02,public
LPG,Menards,Danville,IL,61834,40.20289743,-87.62275547,2013-01-16,public
LPG,Menards,Dolton,IL,60419,41.624425,-87.581771,2018-01-02,public
LPG,Menards,Effingham,IL,62401,39.141026,-88.558617,2018-01-02,public
LPG,Menards,Freeport,IL,60132,42.262789,-89.629456,2018-01-02,public
LPG,Menards,Galesburg,IL,61401,40.98183,-90.356918,2018-01-02,public
LPG,Menards,Hodgkins,IL,60525,41.778483,-87.859317,2018-01-02,public
LPG,Menards,Joliet,IL,60435,41.519382,-88.145117,2018-01-02,public
LPG,Menards,Melrose Park,IL,60160,41.90825051,-87.87319076,2018-01-02,public
LPG,Menards,Pekin,IL,61554,40.543632,-89.594602,2019-08-22,public
LPG,Menards,Peoria,IL,61615,40.799221,-89.63482,2018-01-02,public
LPG,Menards,Plainfield,IL,60585,41.638841,-88.200327,2019-08-22,public
LPG,Menards,Quincy,IL,62305,39.941219,-91.328005,2013-01-16,public
LPG,Menards,Rockford,IL,61112,42.244838,-88.981764,2013-01-16,public
LPG,Menards,Sterling,IL,61081,41.819738,-89.648079,2018-01-02,public
LPG,Menards,Washington,IL,61571,40.709134,-89.459989,2013-01-16,public
LPG,Buttrey Rental Service,Westmont,IL,60559,41.810585,-87.982365,2013-01-16,public
LPG,Menards,Yorkville,IL,60560,41.66473,-88.438626,2013-01-16,public
ELEC,SW IL COLLEGE STATION #3,Belleville,IL,62221,38.51895,-89.923964,2013-01-31,public
E85,Thorntons #312,Highland Park,IL,60035,42.153822,-87.801805,2011-11-15,public
E85,Meijer Gas #269,Danville,IL,61832,40.187566,-87.629094,2013-10-10,public
E85,Meijer Gas #265,Evergreen Park,IL,60805,41.725247,-87.682287,2013-06-27,public
ELEC,City of Bloomington - Lincoln Parking Deck,Bloomington,IL,61701,40.478605,-88.993139,2012-11-01,public
E85,Shell - Marketplace,Carbondale,IL,62901,37.74387,-89.161725,2011-01-15,public
E85,Thorntons #115,Cary,IL,60013,42.218188,-88.258297,2017-02-15,public
E85,Thorntons #311,Island Lake,IL,60042,42.26384546,-88.17826939,2012-12-08,public
E85,Thorntons #116,Joliet,IL,60435,41.551478,-88.160582,2011-01-15,public
E85,Thorntons #124,Lockport,IL,60441,41.59484905,-88.12314755,2011-01-15,public
E85,Thorntons #113,Oak lawn,IL,60453,41.725992,-87.741336,2010-01-15,public
E85,Road Ranger #263,Ottawa,IL,61350,41.378861,-88.776278,2010-01-15,public
E85,Bucky's Express,Palatine,IL,60067,42.136836,-88.063359,2012-04-15,public
E85,Beck's #13,Princeton,IL,61356,41.392997,-89.46731,2011-12-15,public
E85,Road Ranger #181,Springfield,IL,62711,39.713172,-89.648904,2011-12-15,public
E85,Thorntons #308,Third Lake,IL,60030,42.360194,-88.000508,2012-04-15,public
E85,Thorntons #121,Woodridge,IL,60517,41.771568,-88.042011,2011-01-15,public
ELEC,Roberts Motors,Alton,IL,62002,38.924175,-90.179128,2013-03-01,public
ELEC,Vogler Motor Co,Carbondale,IL,62901,37.730396,-89.19403,2013-04-01,public
CNG,Ozinga Energy - Des Plaines,Des Plaines,IL,60018,42.012901,-87.924312,2014-09-15,public
E85,Speedway #4250,Des Plaines,IL,60018,42.008802,-87.90096,2016-01-15,public
E85,Speedway #6917,North Aurora,IL,60542,41.789426,-88.320989,2013-06-15,public
LPG,Menards,Bolingbrook,IL,60440,41.704658,-88.066566,2013-07-16,public
LPG,Menards,Cicero,IL,60804,41.847591,-87.74175,2013-07-16,public
LPG,Hicksgas,DeKalb,IL,60115,41.889193,-88.688219,2013-07-16,public
LPG,Menards,Hanover Park,IL,60133,42.006469,-88.141708,2013-07-16,public
LPG,Menards,Normal,IL,61761,40.525581,-88.94791,2018-01-02,private
CNG,Ozinga Energy - Lumber St,Chicago,IL,60616,41.852403,-87.642494,2012-09-01,public
CNG,Ozinga Energy - Mokena,Mokena,IL,60448,41.54798059,-87.85004591,2013-04-15,public
LPG,Menards,Moline,IL,61265,41.469449,-90.453071,2019-08-22,public
LPG,Menards,Springfield,IL,62702,39.838948,-89.607985,2018-01-02,public
LPG,Menards,Woodstock,IL,60098,42.29188309,-88.42559331,2018-01-02,public
ELEC,Uptown Station Parking Deck,Normal,IL,61761,40.508628,-88.984814,2013-06-01,public
ELEC,FVRC UNIT 1 CAROL STREAM PK,Carol Stream,IL,60188,41.928005,-88.121847,2013-09-15,public
E85,Speedway #7459,North Chicago,IL,60064,42.307515,-87.877233,2013-10-01,public
ELEC,ABT ELECTRONICS ABT #1,Glenview,IL,60025,42.078903,-87.863167,2013-10-15,public
ELEC,Lewis & Clark Community College,Godfrey,IL,62035,38.950131,-90.195222,2012-07-01,public
ELEC,CITYHPIL PORT CLINTON SQ,Highland Park,IL,60035,42.184825,-87.799718,2013-11-15,public
ELEC,Peoria Civic Center,Peoria,IL,61602,40.690988,-89.594112,2013-11-01,public
ELEC,VILLAGE STATION SEARLE PARKWAY,Skokie,IL,60077,42.029866,-87.747938,2013-11-15,public
E85,The Grove Mart,Elgin,IL,60124,42.09146583,-88.33516319,2013-12-15,public
ELEC,City of Evanston Municipal Lot #3 - Enterprise,Evanston,IL,60208,42.04806,-87.67926,2013-12-15,private
ELEC,City of Evanston Municipal Lot #32 - Enterprise,Evanston,IL,60202,42.032575,-87.677496,2013-12-15,private
ELEC,Golf Mill Ford,Niles,IL,60714,42.051495,-87.833913,2013-01-01,public
LPG,Midwestern Propane,Belleville,IL,62220,38.5020663,-89.9790601,2014-01-15,public
ELEC,LF CITY HALL LF CITY HALL,Lake Forest,IL,60045,42.251152,-87.841849,2013-12-01,public
ELEC,CORP CENTER 1&2 CCNI,Northbrook,IL,60062,42.131747,-87.785959,2014-01-20,public
ELEC,CORP CENTER 1&2 CCNII,Northbrook,IL,60062,42.133571,-87.787175,2014-01-20,public
ELEC,OAK PARK 1 NORTH BLVD 02,Oak Park,IL,60301,41.887205,-87.802354,2013-12-15,public
ELEC,JT JR COLLEGE STATION 01,Joliet,IL,60431,41.504261,-88.177527,2013-07-15,public
ELEC,INTERPARK 217WASHINGTON 2,Chicago,IL,60606,41.88298,-87.634026,2010-10-15,public
ELEC,INTERPARK 203 N LASALLE 2,Chicago,IL,60601,41.885906,-87.631798,2010-10-15,public
ELEC,900 SELF PARK PLUG AND SHOP 2,Chicago,IL,60611,41.89976,-87.626372,2014-01-20,public
ELEC,DELNOR HOSPITAL SOUTH LOT,Geneva,IL,60134,41.885657,-88.343114,2014-01-20,public
ELEC,ASF-KEYSTONE AMSTED RAIL,Granite City,IL,62040,38.701351,-90.160186,2014-01-20,public
ELEC,D3_BMW SCHAUM DC FAST 01,Schaumburg,IL,60173,42.061267,-88.067085,2014-01-20,public
ELEC,EVSP WALGREENS STORE 15364,Evanston,IL,60202,42.03007,-87.678149,2014-01-20,public
ELEC,3RD FLOOR GREENWAY-3,Chicago,IL,60661,41.889356,-87.630403,2014-01-20,public
ELEC,PERILLO BMW STATION 01,Chicago,IL,60610,41.901213,-87.631134,2013-05-15,public
ELEC,"EVANSTON, IL MAPLE AV GARAGE",Evanston,IL,60202,42.050171,-87.685127,2014-02-04,public
CNG,Clean Energy - Pontoon Beach Flying J #645,Pontoon Beach,IL,62040,38.76094,-90.066043,2014-01-29,public
LNG,Clean Energy - Pontoon Beach Flying J #645,Pontoon Beach,IL,62040,38.76094,-90.066043,2014-01-29,public
ELEC,BILL JACOBS BMW STATION 01,Naperville,IL,60540,41.76393,-88.19425,2014-02-20,public
CNG,GAIN Clean Fuel - Great River CNG,Wood River,IL,62095,38.86083,-90.103495,2014-02-13,public
E85,Speedway #7461,Alsip,IL,60803,41.661649,-87.719581,2014-02-25,public
E85,Speedway #5343,Willowbrook,IL,60527,41.723617,-87.94295,2014-02-25,public
E85,Speedway #7616,West Dundee,IL,60118,42.098268,-88.286981,2014-02-25,public
ELEC,HUBBARD CHARGE STATION #1,Chicago,IL,60654,41.89029,-87.638468,2014-02-26,public
ELEC,PARKING A MAIN GARAGE,Chicago,IL,60637,41.78872,-87.60502,2014-02-27,public
ELEC,PARKING A DREXEL GARAGE,Chicago,IL,60637,41.784474,-87.604518,2014-02-27,public
E85,Circle K,Rantoul,IL,61866,40.309614,-88.174737,2014-02-15,public
ELEC,Kankakee Community College - North Extension Center,Bradley,IL,60915,41.150316,-87.850309,2014-06-20,public
LPG,Benton KOA,Benton,IL,62812,38.013344,-88.928237,2014-03-26,public
CNG,Clean Energy - Peoria Disposal,West Peoria,IL,61604,40.70153,-89.642572,2012-03-01,private
ELEC,Western Avenue Nissan,Chicago,IL,60636,41.758552,-87.683346,2014-02-01,public
ELEC,RMK MANAGEMENT1 CENTRAL STATION,Evanston,IL,60201,42.063965,-87.696441,2014-04-08,public
CNG,Forest Preserve District of DuPage County,West Chicago,IL,60185,41.8421803,-88.18570236,2009-02-15,private
E85,Forest Preserve District of DuPage County,West Chicago,IL,60185,41.8421803,-88.18570236,2012-02-15,private
BD,Forest Preserve District of DuPage County,West Chicago,IL,60185,41.8421803,-88.18570236,2012-02-15,private
E85,Meijer Gas #219,Homer Glen,IL,60491,41.631555,-87.931068,2014-06-26,public
E85,Meijer Gas #273,Mokena,IL,60448,41.500593,-87.888873,2014-09-22,public
ELEC,CAROL STREAM SHELL,Carol Stream,IL,60188,41.903557,-88.120165,2014-04-10,public
ELEC,PARKING GARAGE 111SW STATION 2,Chicago,IL,60606,41.880164,-87.636483,2014-04-12,public
CNG,GAIN Clean Fuel - Joliet,Joliet,IL,60436,41.490715,-88.141163,2016-01-22,public
CNG,GAIN Clean Fuel - Bolingbrook,Bolingbrook,IL,60440,41.682105,-88.063841,2016-12-01,public
ELEC,FVIA FVIA,Geneva,IL,60134,41.872216,-88.279761,2014-04-22,public
ELEC,HOOTERS COUNTRYSIDE,Countryside,IL,60525,41.781666,-87.867545,2014-04-24,public
ELEC,Illinois State University - Bone Center,Normal,IL,61761,40.511327,-88.992281,2021-02-28,public
ELEC,Illinois State University - Science Lab,Normal,IL,61761,40.509949,-88.987348,2013-12-01,public
ELEC,Illinois State University - The Alamo,Normal,IL,61761,40.509305,-88.988675,2013-12-01,public
ELEC,Illinois State University - Nelson Building,Normal,IL,61761,40.509949,-89.000307,2013-12-01,public
ELEC,City of Bloomington - Pepsi Ice Center,Bloomington,IL,61701,40.477258,-88.996413,2013-12-01,public
ELEC,McLean County,Bloomington,IL,61701,40.479431,-88.992463,2013-12-01,public
ELEC,McLean County - Chamber of Commerce,Bloomington,IL,61704,40.487971,-88.945226,2013-12-01,public
ELEC,Illinois Wesleyan University,Bloomington,IL,61701,40.489833,-88.989421,2013-12-01,public
ELEC,Central Illinois Regional Airport,Bloomington,IL,61704,40.484088,-88.914584,2013-12-01,public
ELEC,Commerce Bank,Normal,IL,61761,40.510935,-88.960112,2013-12-01,public
ELEC,Holiday Inn Express,Normal,IL,61761,40.513574,-88.949758,2013-12-01,public
ELEC,Advocate BroMenn,Normal,IL,61761,40.496332,-88.99096,2013-12-01,public
ELEC,Advocate BroMenn,Normal,IL,61761,40.496332,-88.99096,2013-12-01,private
ELEC,Westminster Village,Bloomington,IL,61701,40.466548,-88.960584,2013-12-01,public
ELEC,International Brotherhood of Electrical Workers - IBEW,Bloomington,IL,61705,40.447926,-89.024632,2013-12-01,public
ELEC,Marriott Hotel and Conference Center,Normal,IL,61761,40.508519,-88.985983,2013-12-01,public
ELEC,Twin City Wood Recycling,Bloomington,IL,61701,40.473049,-89.016574,2013-12-01,public
ELEC,BMW NORTHFIELD STATION 01,Northfield,IL,60093,42.111071,-87.775361,2014-05-03,public
ELEC,Illini Nissan,Champaign,IL,61822,40.136567,-88.2538,2014-05-01,public
ELEC,Illini Nissan,Champaign,IL,61822,40.136567,-88.2538,2014-05-01,private
ELEC,INGALLS HOSP PARKING GARAGE,Harvey,IL,60426,41.605277,-87.659708,2014-05-14,public
ELEC,PATRICK BMW STATION 01,Schaumburg,IL,60173,42.051005,-88.062139,2014-05-15,public
ELEC,DUPAGE CO ADMIN 1,Wheaton,IL,60187,41.867008,-88.141331,2014-05-30,public
E85,Crete Go Lo,Crete,IL,60417,41.458066,-87.576111,2013-07-01,public
CNG,Ozinga Energy - Lumber St,Chicago,IL,60616,41.852403,-87.642494,2012-09-01,private
E85,Speedway #7382,Lombard,IL,60148,41.90464255,-88.04170397,2014-07-01,public
E85,Speedway #1431,New Lenox,IL,60451,41.498091,-87.966025,2014-07-01,public
BD,Naval Station Great Lakes,Great Lakes,IL,60088,42.317212,-87.851241,2008-07-01,private
CNG,Naval Station Great Lakes,Great Lakes,IL,60088,42.317212,-87.851241,2005-04-15,private
E85,Scott Air Force Base,Scott AFB,IL,62225,38.529476,-89.868113,2006-08-15,private
ELEC,DISTRICT 214 FVEC 3,Arlington Heights,IL,60005,42.047317,-87.973312,2014-08-07,public
ELEC,DISTRICT 214 BGHS 1,Buffalo Grove,IL,60089,42.141096,-87.982695,2014-08-16,public
E85,Thorntons #315,Aurora,IL,60502,41.807186,-88.281242,2014-08-08,public
E85,Burlington Oasis,Burlington,IL,60109,42.053561,-88.549449,2014-08-01,public
ELEC,ADVOCATE SHERMAN HOSP,Elgin,IL,60123,42.071215,-88.331027,2014-09-04,public
E85,Speedway #7422,Burbank,IL,60459,41.748985,-87.798735,2014-09-01,public
E85,Speedway #5393,North Aurora,IL,60542,41.807312,-88.349431,2014-09-24,public
E85,BP,St. Charles,IL,60174,41.918269,-88.290068,2014-09-01,public
E85,Thorntons #369,Lincoln,IL,62656,40.157224,-89.412854,2014-09-01,public
LPG,Bunge's Tire and Auto,Elgin,IL,60123,42.01336,-88.314655,2014-09-30,public
ELEC,Roesch Ford,Bensenville,IL,60106,41.931594,-87.951098,2014-08-01,public
ELEC,Sam Leman Ford,Bloomington,IL,61701,40.460395,-88.971104,2014-08-01,public
ELEC,ADVOCATE LUTHERAN GEN.#1,Park Ridge,IL,60068,42.03821,-87.85074,2014-10-10,public
ELEC,ADVOCATE GOODSAMARITAN 1,Downers Grove,IL,60515,41.818777,-88.006497,2014-10-10,public
ELEC,CITY OF ELGIN CENTRE LVL 1,Elgin,IL,60120,42.040224,-88.28506,2014-10-17,public
CNG,Waste Management - IL Metro,Cicero,IL,60804,41.822729,-87.749999,2018-10-25,private
CNG,Waste Management - IL Southwest,Rockdale,IL,60436,41.503959,-88.132413,2014-12-19,private
CNG,Waste Management - IL North,Wheeling,IL,60090,42.119053,-87.89901,2014-10-24,private
E85,BP - The Pride,Cicero,IL,60804,41.836338,-87.744227,2014-10-01,public
ELEC,National Great Rivers Research and Education Center,East Alton,IL,62002,38.866724,-90.140662,2013-04-01,public
E85,Fast Stop Express,Gibson City,IL,60936,40.456863,-88.380398,2014-11-10,public
ELEC,JNS IDOT LISLE 2,Downers Grove,IL,60515,41.806029,-88.050208,2014-11-20,public
ELEC,JNS US EQUITY,Chicago,IL,60642,41.910508,-87.651876,2014-11-21,public
ELEC,JNS 875 N MICHIGAN2,Chicago,IL,60611,41.898696,-87.623744,2014-11-21,public
ELEC,JNS 7474 N ROGERS 2,Chicago,IL,60626,42.017621,-87.672483,2014-11-22,public
ELEC,1000 LAKE SHORE 1000 LSD,Chicago,IL,60611,41.90085,-87.62452,2014-12-01,public
ELEC,JNS WAL PULASKI 1,Chicago,IL,60639,41.910803,-87.726151,2014-12-03,public
ELEC,JNS WAL LINCOLN 1,Chicago,IL,60625,41.9757,-87.692813,2014-12-03,public
ELEC,ILLINI CHARGING BLDG 0094 ALUM,Urbana,IL,61801,40.107668,-88.219884,2014-12-05,public
E85,BP - Pride of Lake County,Kildeer,IL,60047,42.166369,-88.062782,2014-12-15,public
ELEC,"CFP II, LLC 206",Chicago,IL,60611,41.891113,-87.620957,2015-01-07,public
ELEC,ComEd,Lombard,IL,60148,41.9550975,-88.0416907,2012-12-31,private
ELEC,ComEd,Rockford,IL,61109,42.234866,-89.096871,2012-12-31,private
ELEC,ComEd,Mt. Prospect,IL,60056,41.998597,-87.824353,2012-12-31,private
ELEC,ComEd,Montgomery,IL,60538,41.729062,-88.367282,2012-12-31,private
ELEC,ComEd,Dixon,IL,60121,41.841158,-89.492612,2012-12-31,private
E85,Marathon,Springfield,IL,62703,39.792165,-89.606473,2015-01-15,public
CNG,GAIN Clean Fuel - Great River CNG,Wood River,IL,62095,38.86083,-90.103495,2014-02-13,private
E85,Speedway #5373,Bolingbrook,IL,60440,41.710018,-88.06915,2015-02-10,public
E85,Speedway #7427,Tinley Park,IL,60477,41.557818,-87.793583,2015-02-10,public
E85,Speedway #7568,Bolingbrook,IL,60440,41.707275,-88.087365,2015-02-10,public
E85,Circle K,Monmouth,IL,61462,40.923306,-90.648311,2019-12-15,public
LPG,Flying J,Effingham,IL,62401,39.132655,-88.566205,2015-02-15,public
LPG,Flying J,Alorton,IL,62207,38.575123,-90.097911,2015-02-15,public
LPG,Pilot Travel Center #171,Oakwood,IL,61858,40.123668,-87.778972,2015-02-15,public
ELEC,EV STATION 1 EV STATION 1,Des Plaines,IL,60016,42.041176,-87.887799,2015-03-03,public
ELEC,HY VEE BLMGTON SOUTH,Bloomington,IL,61704,40.497299,-88.950601,2015-03-06,public
ELEC,SW IL COLLEGE SWGCC,Granite City,IL,62040,38.750344,-90.10092,2015-03-21,public
ELEC,"EVANSTON, IL SHERMAN PLAZA 2",Evanston,IL,60201,42.047287,-87.683069,2015-04-15,public
ELEC,Western Illinois University - Spencer Recreation Center,Macomb,IL,61455,40.470868,-90.683902,2015-04-16,public
E85,Citgo - Harrisburg,Harrisburg,IL,62946,37.72916,-88.535957,2015-05-05,public
E85,BP,Manteno,IL,60950,41.250807,-87.876767,2015-05-05,public
E85,Roc One Stop - Russell Oil,Eldorado,IL,62930,37.807889,-88.438652,2015-03-15,public
E85,Shell,Evanston,IL,60202,42.025903,-87.70835,2015-05-15,public
ELEC,EV PILOT 3010 GRAND,Waukegan,IL,60085,42.37262,-87.875585,2015-05-22,public
E85,Thorntons #360,Bloomington,IL,61701,40.487435,-88.994472,2015-05-15,public
E85,Route 66 Food N' Fuel,New Lenox,IL,60451,41.54953,-87.966581,2015-05-15,public
E85,Route 66 Food N' Fuel,Joliet,IL,60436,41.480232,-88.080591,2015-05-15,public
E85,Meijer Gas #192,Rockford,IL,61107,42.284271,-88.98001,2015-04-23,public
E85,Meijer Gas #281,Machesney Park,IL,61115,42.36656931,-89.01058028,2015-04-23,public
E85,Shell,Hickory Hills,IL,60457,41.718962,-87.817495,2015-06-15,public
CNG,GAIN Clean Fuel - Edwardsville,Edwardsville,IL,62025,38.797138,-90.076424,2015-06-15,public
ELEC,North Central College - Old Main,Naperville,IL,60540,41.7704,-88.146,2013-01-01,private
ELEC,North Central College - Residence Hall and Recreation Center,Naperville,IL,60540,41.770158,-88.144216,2014-01-01,private
ELEC,Walgreens,Palatine,IL,60067,42.138919,-88.034712,2015-04-01,public
E85,Circle K,Springfield,IL,62702,39.810122,-89.68764,2015-06-15,public
ELEC,DELNOR HOSPITAL DOCTOR'S LOT,Geneva,IL,60134,41.887467,-88.342638,2015-07-02,public
ELEC,Argonne National Laboratory,Lemont,IL,60439,41.71298,-87.960781,2015-06-30,private
E85,Speedway #7439,Naperville,IL,60540,41.764446,-88.185865,2015-07-30,public
ELEC,DISTRICT 214 JHHS 1,Arlington Heights,IL,60004,42.103029,-87.959151,2015-08-23,public
ELEC,DISTRICT 214 PHS 1,Mount Prospect,IL,60056,42.079464,-87.949087,2015-08-25,public
ELEC,DISTRICT 214 EGHS 1,Elk Grove Village,IL,60007,42.01231,-87.997572,2015-08-25,public
ELEC,DISTRICT 214 WHS 1,Wheeling,IL,60090,42.126875,-87.937432,2015-08-25,public
ELEC,DISTRICT 214 RMHS 1,Rolling Meadows,IL,60008,42.065841,-88.016289,2015-08-26,public
E85,Speedway #2120,Oswego,IL,60543,41.7151,-88.287695,2015-09-15,public
E85,Crest Hill Marathon,Crest Hill,IL,60403,41.553996,-88.123748,2015-09-15,public
CNG,Trillium,McCook,IL,60534,41.805516,-87.818549,2015-12-22,public
ELEC,Zeigler Nissan,Lake Villa,IL,60046,42.386748,-88.000335,2011-08-29,public
ELEC,Zeigler Nissan,Lake Villa,IL,60046,42.386748,-88.000335,2011-08-29,private
ELEC,HIS HIS 1,Naperville,IL,60563,41.782164,-88.147037,2015-10-23,public
ELEC,ILLINI CHARGING E14 NORTH END,Champaign,IL,61820,40.097783,-88.239972,2015-10-23,public
ELEC,ANDERSON BMW STATION SA01,Crystal Lake,IL,60012,42.251293,-88.287511,2015-10-28,public
LPG,U-Haul,Springfield,IL,62703,39.757235,-89.640783,2015-11-02,public
LPG,U-Haul,Naperville,IL,60564,41.677604,-88.207274,2015-11-02,public
LPG,U-Haul,Palatine,IL,60074,42.13867,-88.014532,2015-11-02,public
LPG,U-Haul,Aurora,IL,60506,41.785023,-88.320105,2015-11-02,public
LPG,U-Haul,Park Forest,IL,60466,41.497916,-87.674801,2015-11-02,public
LPG,U-Haul,Peoria,IL,61604,40.731168,-89.615106,2015-11-02,public
LPG,U-Haul,Chicago,IL,60613,41.955969,-87.651256,2015-11-02,public
LPG,U-Haul,Carbondale,IL,62901,37.732537,-89.217617,2015-11-02,public
LPG,U-Haul,Crystal Lake,IL,60014,42.227399,-88.286145,2015-11-02,public
LPG,U-Haul,Chicago,IL,60632,41.80742,-87.7411,2015-11-02,public
LPG,U-Haul,East Alton,IL,62024,38.881907,-90.117427,2015-11-02,public
LPG,U-Haul,Loves Park,IL,61111,42.314748,-89.03631,2015-11-02,public
LPG,U-Haul,Morton Grove,IL,60053,42.044512,-87.798541,2015-11-02,public
ELEC,NAVY PIER WEST GARAGE 01,Chicago,IL,60611,41.891981,-87.609598,2015-11-04,public
ELEC,ADVOCATE CHRIST MED CENT,Oak Lawn,IL,60453,41.721631,-87.731365,2015-11-11,public
ELEC,"EVANSTON, IL CIVIC CENTER SO",Evanston,IL,60201,42.056743,-87.687372,2015-12-01,public
ELEC,ILLINI CHARGING NORTH CAMPUS B4,Urbana,IL,61801,40.11572,-88.224484,2016-01-07,public
ELEC,IRVINE  CO  OFC 71SW B1 63-64,Chicago,IL,60606,41.880947,-87.636038,2016-01-09,public
ELEC,OMPE ONE MUSEUM PARK,Chicago,IL,60605,41.866571,-87.621756,2016-01-09,public
E85,BP - Arlington Heights,Arlington Heights,IL,60005,42.044697,-87.983421,2016-01-15,public
E85,Gas N Wash,Springfield,IL,62702,39.807166,-89.681781,2016-01-15,public
E85,Route 66 Food N' Fuel,Kankakee,IL,60901,41.120396,-87.867185,2016-01-15,public
E85,Food N Fuel,Frankfort,IL,60423,41.536997,-87.791514,2016-01-15,public
ELEC,Monmouth College,Monmouth,IL,61462,40.9127485,-90.6387947,2016-01-25,public
ELEC,Oakbrook Terrace Tower,Oakbrook Terrace,IL,60181,41.8579232,-87.9546118,2016-01-25,private
ELEC,One Lincoln Center,Oakbrook Terrace,IL,60181,41.8461955,-87.98491,2016-01-25,private
E85,Thorntons #313,Fox Lake,IL,60020,42.39739446,-88.18320983,2016-01-15,public
E85,Roc One Stop - Russell Oil,Galatia,IL,62935,37.840937,-88.609299,2016-01-15,public
E85,TriCounty FS Service Station,Jerseyville,IL,62052,39.1093091,-90.31109092,2016-01-15,public
E85,Shell - Lake in the Hills,Lake in the Hills,IL,60156,42.169315,-88.29762,2016-01-15,public
E85,Beck's #23,LaSalle,IL,61301,41.330169,-89.100367,2016-01-15,public
E85,Roc One Stop - Russell Oil,McLeansboro,IL,62859,38.089832,-88.536104,2016-01-15,public
E85,Shell,Schaumburg,IL,60173,42.068676,-88.043382,2016-01-15,public
E85,Shell,Schiller Park,IL,60176,41.961896,-87.861416,2016-01-15,public
E85,Jiffi Stop #20,Springfield,IL,62703,39.758199,-89.609061,2016-01-15,public
ELEC,ComEd,Bolingbrook,IL,60440,41.729566,-88.039992,2012-12-31,private
ELEC,ComEd,Bolingbrook,IL,60440,41.719948,-88.038569,2015-11-25,private
ELEC,ComEd,Bolingbrook,IL,60440,41.72988041,-88.03909059,2015-11-25,private
ELEC,ComEd,Chicago,IL,60609,41.830491,-87.659405,2015-12-24,private
ELEC,ComEd,Chicago,IL,60607,41.886062,-87.662697,2015-01-14,private
ELEC,ComEd,Chicago,IL,60623,41.828878,-87.724223,2015-01-12,private
ELEC,ComEd,Chicago,IL,60609,41.823239,-87.659905,2015-12-24,private
ELEC,ComEd,Elgin,IL,60123,42.023829,-88.320627,2013-11-04,private
ELEC,ComEd,Highland Park,IL,60035,42.18509,-87.82303,2015-01-12,private
ELEC,ComEd,Joliet,IL,60433,41.491716,-88.038121,2013-01-02,private
ELEC,ComEd,Libertyville,IL,60048,42.3025,-88.007327,2016-01-05,private
ELEC,ComEd,Maywood,IL,60153,41.875914,-87.833864,2012-11-14,private
ELEC,ComEd,Maywood,IL,60153,41.879329,-87.84316,2016-01-04,private
ELEC,ComEd,Oak Brook,IL,60523,41.851865,-87.920873,2013-01-02,private
ELEC,ComEd,Oakbrook Terrace,IL,60181,41.845827,-87.985467,2013-11-12,public
ELEC,ComEd,Oakbrook Terrace,IL,60181,41.848091,-87.984016,2013-11-12,public
ELEC,ComEd,University Park,IL,60466,41.433975,-87.737242,2012-12-31,private
ELEC,ComEd,University Park,IL,60484,41.432992,-87.737767,2013-10-30,private
ELEC,ComEd,Oak Brook,IL,60523,41.851865,-87.920873,2013-11-15,public
ELEC,ComEd,Libertyville,IL,60048,42.3025,-88.007327,2013-01-04,private
ELEC,ComEd,Joliet,IL,60433,41.491716,-88.038121,2013-01-02,private
ELEC,ComEd,Joliet,IL,60433,41.496209,-88.036964,2015-01-12,private
ELEC,ComEd,Bolingbrook,IL,60440,41.719948,-88.038569,2015-11-25,private
E85,Speedway #4333,Montgomery,IL,60538,41.717821,-88.374536,2016-02-15,public
E85,Speedway #5340,Shorewood,IL,60404,41.536669,-88.200099,2016-02-15,public
E85,Speedway #5370,Naperville,IL,60563,41.782975,-88.205743,2016-02-15,public
E85,Speedway #7410,Glenwood,IL,60425,41.539009,-87.63587,2016-02-15,public
E85,Speedway #8329,Burbank,IL,60459,41.749109,-87.760111,2016-02-15,public
E85,Speedway #8480,Plainfield,IL,60544,41.593295,-88.186713,2016-02-15,public
E85,Meijer Gas #289,Round Lake Beach,IL,60073,42.379105,-88.065186,2016-05-26,public
E85,Meijer Gas #280,Flossmoor,IL,60422,41.528024,-87.705588,2016-12-15,public
E85,Thorntons #314,Bensenville,IL,60106,41.972486,-87.957955,2014-09-19,public
E85,Thorntons #316,Algonquin,IL,60102,42.155144,-88.265034,2015-09-25,public
ELEC,71086 900910,Chicago,IL,60611,41.899474,-87.619448,2016-03-04,public
CNG,Waste Management - Batavia,Batavia,IL,60510,41.859053,-88.272254,2016-03-11,private
ELEC,1KFULTON 1KFULTON,Chicago,IL,60607,41.886859,-87.6525,2016-03-25,public
